TBLID,GEOID,GEONAME,PROFLN,ESTIMATE,MG_ERROR
TITLE:,MEDIAN HOUSEHOLD INCOME (IN 2019 INFLATION-ADJUSTED DOLLARS),,,,
R1901,16000US1232000,"Hollywood city, Florida",64,"55,835","+/-6,055"
R1901,16000US1232275,"Homestead city, Florida",64,"52,907","+/-6,673"
R1901,16000US1235000,"Jacksonville city, Florida",64,"56,975","+/-2,140"
R1901,16000US1235875,"Jupiter town, Florida",64,"92,233","+/-16,384"
R1901,16000US1236100,"Kendall CDP, Florida",64,"73,081","+/-12,310"
R1901,16000US1236950,"Kissimmee city, Florida",64,"39,661","+/-5,428"
R1901,16000US1238250,"Lakeland city, Florida",64,"47,902","+/-6,600"
R1901,16000US1239425,"Largo city, Florida",64,"47,427","+/-5,341"
R1901,16000US1239550,"Lauderhill city, Florida",64,"41,707","+/-5,889"
R1901,16000US1239925,"Lehigh Acres CDP, Florida",64,"46,361","+/-3,905"
R1901,16000US1243975,"Melbourne city, Florida",64,"47,933","+/-4,426"
R1901,16000US1245000,"Miami city, Florida",64,"42,966","+/-2,774"
R1901,16000US1245025,"Miami Beach city, Florida",64,"52,816","+/-4,781"
R1901,16000US1245060,"Miami Gardens city, Florida",64,"43,196","+/-3,515"
R1901,16000US1245975,"Miramar city, Florida",64,"75,079","+/-12,673"
R1901,16000US1249675,"North Port city, Florida",64,"56,226","+/-11,305"
R1901,16000US1253000,"Orlando city, Florida",64,"58,819","+/-4,309"
R1901,16000US1254000,"Palm Bay city, Florida",64,"54,113","+/-3,017"
R1901,16000US1254200,"Palm Coast city, Florida",64,"60,158","+/-9,144"
R1901,16000US1255775,"Pembroke Pines city, Florida",64,"67,232","+/-4,306"
R1901,16000US1256825,"Pine Hills CDP, Florida",64,"46,155","+/-5,320"
R1901,16000US1257425,"Plantation city, Florida",64,"71,977","+/-6,102"
R1901,16000US1257900,"Poinciana CDP, Florida",64,"46,898","+/-5,951"
R1901,16000US1258050,"Pompano Beach city, Florida",64,"53,663","+/-4,114"
R1901,16000US1258350,"Port Charlotte CDP, Florida",64,"49,547","+/-7,123"
R1901,16000US1258715,"Port St. Lucie city, Florida",64,"68,041","+/-4,830"
R1901,16000US1260950,"Riverview CDP, Florida",64,"73,631","+/-6,618"
R1901,16000US1263000,"St. Petersburg city, Florida",64,"61,631","+/-2,749"
R1901,16000US1268350,"Spring Hill CDP, Florida",64,"55,461","+/-4,417"
R1901,16000US1269700,"Sunrise city, Florida",64,"53,321","+/-8,775"
R1901,16000US1270600,"Tallahassee city, Florida",64,"46,964","+/-4,373"
R1901,16000US1270675,"Tamarac city, Florida",64,"44,400","+/-5,306"
R1901,16000US1271000,"Tampa city, Florida",64,"57,709","+/-4,028"
R1901,16000US1271569,"The Hammocks CDP, Florida",64,"72,195","+/-10,363"
R1901,16000US1271625,"The Villages CDP, Florida",64,"68,233","+/-8,021"
R1901,16000US1272145,"Town 'n' Country CDP, Florida",64,"56,400","+/-5,589"
R1901,16000US1275812,"Wellington village, Florida",64,"85,886","+/-7,347"
R1901,16000US1275875,"Wesley Chapel CDP, Florida",64,"89,507","+/-7,005"
R1901,16000US1276582,"Weston city, Florida",64,"125,105","+/-19,748"
R1901,16000US1276600,"West Palm Beach city, Florida",64,"51,089","+/-4,971"
R1901,16000US1301052,"Albany city, Georgia",64,"31,397","+/-4,951"
R1901,16000US1301696,"Alpharetta city, Georgia",64,"136,047","+/-19,253"
R1901,16000US1303440,"Athens-Clarke County unified government (balance), Georgia",64,"39,451","+/-3,087"
R1901,16000US1304000,"Atlanta city, Georgia",64,"66,657","+/-4,678"
R1901,16000US1304204,"Augusta-Richmond County consolidated government (balance), Georgia",64,"44,914","+/-3,442"
R1901,16000US1319000,"Columbus city, Georgia",64,"46,934","+/-3,607"
R1901,16000US1342425,"Johns Creek city, Georgia",64,"151,773","+/-16,355"
R1901,16000US1349008,"Macon-Bibb County, Georgia",64,"42,140","+/-3,768"
R1901,16000US1367284,"Roswell city, Georgia",64,"109,805","+/-10,252"
R1901,16000US1368516,"Sandy Springs city, Georgia",64,"83,111","+/-5,151"
R1901,16000US1369000,"Savannah city, Georgia",64,"45,533","+/-4,963"
R1901,16000US1372122,"South Fulton city, Georgia",64,"80,051","+/-9,466"
R1901,16000US1380508,"Warner Robins city, Georgia",64,"51,289","+/-6,005"
R1901,16000US1571550,"Urban Honolulu CDP, Hawaii",64,"72,943","+/-2,969"
R1901,16000US1608830,"Boise City city, Idaho",64,"65,463","+/-4,013"
R1901,16000US1652120,"Meridian city, Idaho",64,"75,515","+/-10,772"
R1901,16000US1656260,"Nampa city, Idaho",64,"57,352","+/-6,126"
R1901,16000US1702154,"Arlington Heights village, Illinois",64,"102,628","+/-4,823"
R1901,16000US1703012,"Aurora city, Illinois",64,"73,071","+/-5,736"
R1901,16000US1706613,"Bloomington city, Illinois",64,"67,874","+/-4,871"
R1901,16000US1707133,"Bolingbrook village, Illinois",64,"94,198","+/-9,752"
R1901,16000US1712385,"Champaign city, Illinois",64,"47,379","+/-6,376"
R1901,16000US1714000,"Chicago city, Illinois",64,"61,811",+/-835
R1901,16000US1714351,"Cicero town, Illinois",64,"51,814","+/-3,747"
R1901,16000US1718823,"Decatur city, Illinois",64,"41,440","+/-3,885"
R1901,16000US1723074,"Elgin city, Illinois",64,"70,192","+/-8,084"
R1901,16000US1724582,"Evanston city, Illinois",64,"81,543","+/-13,092"
R1901,16000US1738570,"Joliet city, Illinois",64,"71,284","+/-3,967"
R1901,16000US1751622,"Naperville city, Illinois",64,"140,061","+/-8,458"
R1901,16000US1757225,"Palatine village, Illinois",64,"83,834","+/-8,723"
R1901,16000US1759000,"Peoria city, Illinois",64,"53,360","+/-6,389"
R1901,16000US1765000,"Rockford city, Illinois",64,"46,803","+/-2,508"
R1901,16000US1768003,"Schaumburg village, Illinois",64,"87,156","+/-7,484"
R1901,16000US1770122,"Skokie village, Illinois",64,"76,324","+/-13,788"
R1901,16000US1772000,"Springfield city, Illinois",64,"54,484","+/-6,172"
R1901,16000US1779293,"Waukegan city, Illinois",64,"54,030","+/-7,378"
R1901,16000US1805860,"Bloomington city, Indiana",64,"41,017","+/-5,962"
R1901,16000US1810342,"Carmel city, Indiana",64,"113,714","+/-13,984"
R1901,16000US1822000,"Evansville city, Indiana",64,"42,600","+/-4,391"
R1901,16000US1823278,"Fishers city, Indiana",64,"111,176","+/-10,044"
R1901,16000US1825000,"Fort Wayne city, Indiana",64,"49,855","+/-1,957"
R1901,16000US1827000,"Gary city, Indiana",64,"31,341","+/-3,529"
R1901,16000US1831000,"Hammond city, Indiana",64,"48,333","+/-4,516"
R1901,16000US1836003,"Indianapolis city (balance), Indiana",64,"49,661","+/-1,935"
R1901,16000US1840788,"Lafayette city, Indiana",64,"45,126","+/-3,355"
R1901,16000US1851876,"Muncie city, Indiana",64,"37,109","+/-6,620"
R1901,16000US1854180,"Noblesville city, Indiana",64,"100,051","+/-8,046"
R1901,16000US1871000,"South Bend city, Indiana",64,"41,599","+/-1,953"
R1901,16000US1901855,"Ames city, Iowa",64,"50,528","+/-11,064"
R1901,16000US1902305,"Ankeny city, Iowa",64,"94,862","+/-8,469"
R1901,16000US1912000,"Cedar Rapids city, Iowa",64,"56,774","+/-4,735"
R1901,16000US1919000,"Davenport city, Iowa",64,"57,374","+/-5,217"
R1901,16000US1921000,"Des Moines city, Iowa",64,"53,859","+/-3,800"
R1901,16000US1938595,"Iowa City city, Iowa",64,"50,497","+/-3,133"
R1901,16000US1973335,"Sioux City city, Iowa",64,"53,424","+/-5,956"
R1901,16000US1982425,"Waterloo city, Iowa",64,"51,847","+/-2,308"
R1901,16000US1983910,"West Des Moines city, Iowa",64,"82,755","+/-7,811"
R1901,16000US2036000,"Kansas City city, Kansas",64,"45,391","+/-3,570"
R1901,16000US2038900,"Lawrence city, Kansas",64,"57,829","+/-6,423"
R1901,16000US2052575,"Olathe city, Kansas",64,"94,292","+/-4,275"
R1901,16000US2053775,"Overland Park city, Kansas",64,"91,518","+/-2,708"
R1901,16000US2064500,"Shawnee city, Kansas",64,"84,909","+/-5,278"
R1901,16000US2071000,"Topeka city, Kansas",64,"50,761","+/-3,169"
R1901,16000US2079000,"Wichita city, Kansas",64,"55,056","+/-2,528"
R1901,16000US2108902,"Bowling Green city, Kentucky",64,"42,164","+/-7,260"
R1901,16000US2146027,"Lexington-Fayette urban county, Kentucky",64,"58,356","+/-4,010"
R1901,16000US2148006,"Louisville/Jefferson County metro government (balance), Kentucky",64,"54,853","+/-2,064"
R1901,16000US2205000,"Baton Rouge city, Louisiana",64,"45,819","+/-2,819"
R1901,16000US2208920,"Bossier City city, Louisiana",64,"47,339","+/-3,829"
R1901,16000US2239475,"Kenner city, Louisiana",64,"58,283","+/-7,294"
R1901,16000US2240735,"Lafayette city, Louisiana",64,"51,477","+/-4,179"
R1901,16000US2241155,"Lake Charles city, Louisiana",64,"37,894","+/-6,001"
R1901,16000US2250115,"Metairie CDP, Louisiana",64,"60,404","+/-3,124"
R1901,16000US2255000,"New Orleans city, Louisiana",64,"45,615","+/-2,568"
R1901,16000US2270000,"Shreveport city, Louisiana",64,"45,013","+/-5,213"
R1901,16000US2360545,"Portland city, Maine",64,"61,779","+/-5,991"
R1901,16000US2404000,"Baltimore city, Maryland",64,"50,177","+/-2,120"
R1901,16000US2419125,"Columbia CDP, Maryland",64,"104,237","+/-8,499"
R1901,16000US2426000,"Ellicott City CDP, Maryland",64,"130,930","+/-18,874"
R1901,16000US2430325,"Frederick city, Maryland",64,"86,389","+/-6,780"
R1901,16000US2431175,"Gaithersburg city, Maryland",64,"104,567","+/-8,020"
R1901,16000US2432025,"Germantown CDP, Maryland",64,"100,064","+/-4,160"
R1901,16000US2432650,"Glen Burnie CDP, Maryland",64,"83,883","+/-8,940"
R1901,16000US2467675,"Rockville city, Maryland",64,"100,677","+/-7,836"
R1901,16000US2472450,"Silver Spring CDP, Maryland",64,"88,954","+/-5,379"
R1901,16000US2481175,"Waldorf CDP, Maryland",64,"95,206","+/-9,961"
R1901,16000US2507000,"Boston city, Massachusetts",64,"79,018","+/-4,250"
R1901,16000US2509000,"Brockton city, Massachusetts",64,"60,250","+/-4,500"
R1901,16000US2511000,"Cambridge city, Massachusetts",64,"119,540","+/-5,782"
R1901,16000US2523000,"Fall River city, Massachusetts",64,"41,346","+/-3,357"
R1901,16000US2524960,"Framingham city, Massachusetts",64,"80,749","+/-9,507"
R1901,16000US2534550,"Lawrence city, Massachusetts",64,"50,965","+/-8,072"
R1901,16000US2537000,"Lowell city, Massachusetts",64,"62,487","+/-4,855"
R1901,16000US2537490,"Lynn city, Massachusetts",64,"61,572","+/-6,079"
R1901,16000US2545000,"New Bedford city, Massachusetts",64,"47,305","+/-4,418"
R1901,16000US2545560,"Newton city, Massachusetts",64,"150,106","+/-11,450"
R1901,16000US2555745,"Quincy city, Massachusetts",64,"80,959","+/-6,063"
R1901,16000US2562535,"Somerville city, Massachusetts",64,"100,643","+/-7,103"
R1901,16000US2567000,"Springfield city, Massachusetts",64,"44,596","+/-4,278"
R1901,16000US2582000,"Worcester city, Massachusetts",64,"57,092","+/-5,532"
R1901,16000US2603000,"Ann Arbor city, Michigan",64,"72,137","+/-5,065"
R1901,16000US2621000,"Dearborn city, Michigan",64,"53,509","+/-4,821"
R1901,16000US2622000,"Detroit city, Michigan",64,"33,965","+/-1,542"
R1901,16000US2627440,"Farmington Hills city, Michigan",64,"86,178","+/-9,549"
R1901,16000US2629000,"Flint city, Michigan",64,"32,236","+/-2,897"
R1901,16000US2634000,"Grand Rapids city, Michigan",64,"51,817","+/-2,156"
R1901,16000US2642160,"Kalamazoo city, Michigan",64,"39,494","+/-3,140"
R1901,16000US2646000,"Lansing city, Michigan",64,"41,066","+/-1,866"
R1901,16000US2649000,"Livonia city, Michigan",64,"81,305","+/-6,351"
R1901,16000US2669035,"Rochester Hills city, Michigan",64,"101,620","+/-7,138"
R1901,16000US2674900,"Southfield city, Michigan",64,"51,637","+/-2,905"
R1901,16000US2676460,"Sterling Heights city, Michigan",64,"67,238","+/-5,842"
R1901,16000US2680700,"Troy city, Michigan",64,"110,909","+/-5,258"
R1901,16000US2684000,"Warren city, Michigan",64,"52,739","+/-4,189"
R1901,16000US2686000,"Westland city, Michigan",64,"54,303","+/-3,720"
R1901,16000US2688940,"Wyoming city, Michigan",64,"57,570","+/-5,488"
R1901,16000US2706382,"Blaine city, Minnesota",64,"86,747","+/-6,526"
R1901,16000US2706616,"Bloomington city, Minnesota",64,"74,675","+/-4,327"
R1901,16000US2707966,"Brooklyn Park city, Minnesota",64,"81,757","+/-4,787"
R1901,16000US2717000,"Duluth city, Minnesota",64,"55,819","+/-3,248"
R1901,16000US2717288,"Eagan city, Minnesota",64,"87,029","+/-9,353"
R1901,16000US2735180,"Lakeville city, Minnesota",64,"117,083","+/-6,894"
R1901,16000US2740166,"Maple Grove city, Minnesota",64,"115,097","+/-9,583"
R1901,16000US2743000,"Minneapolis city, Minnesota",64,"65,889","+/-1,883"
R1901,16000US2751730,"Plymouth city, Minnesota",64,"113,878","+/-9,289"
R1901,16000US2754880,"Rochester city, Minnesota",64,"74,527","+/-3,906"
R1901,16000US2756896,"St. Cloud city, Minnesota",64,"53,829","+/-5,385"
R1901,16000US2758000,"St. Paul city, Minnesota",64,"63,174","+/-3,522"
R1901,16000US2771428,"Woodbury city, Minnesota",64,"116,517","+/-8,140"
R1901,16000US2829700,"Gulfport city, Mississippi",64,"36,013","+/-5,466"
R1901,16000US2836000,"Jackson city, Mississippi",64,"38,972","+/-3,301"
R1901,16000US2915670,"Columbia city, Missouri",64,"56,501","+/-4,006"
R1901,16000US2935000,"Independence city, Missouri",64,"52,325","+/-3,922"
R1901,16000US2938000,"Kansas City city, Missouri",64,"55,259","+/-2,228"
R1901,16000US2941348,"Lee's Summit city, Missouri",64,"106,912","+/-10,361"
R1901,16000US2954074,"O'Fallon city, Missouri",64,"92,827","+/-6,382"
R1901,16000US2964082,"St. Charles city, Missouri",64,"72,104","+/-7,021"
R1901,16000US2964550,"St. Joseph city, Missouri",64,"43,614","+/-5,174"
R1901,16000US2965000,"St. Louis city, Missouri",64,"47,176","+/-2,893"
R1901,16000US2970000,"Springfield city, Missouri",64,"35,677","+/-2,031"
R1901,16000US3006550,"Billings city, Montana",64,"58,394","+/-3,287"
R1901,16000US3050200,"Missoula city, Montana",64,"50,194","+/-5,151"
R1901,16000US3128000,"Lincoln city, Nebraska",64,"59,228","+/-2,964"
R1901,16000US3137000,"Omaha city, Nebraska",64,"61,305","+/-1,535"
R1901,16000US3223770,"Enterprise CDP, Nevada",64,"85,795","+/-4,854"
R1901,16000US3231900,"Henderson city, Nevada",64,"81,505","+/-3,273"
R1901,16000US3240000,"Las Vegas city, Nevada",64,"58,713","+/-2,558"
R1901,16000US3251800,"North Las Vegas city, Nevada",64,"64,460","+/-4,382"
R1901,16000US3254600,"Paradise CDP, Nevada",64,"52,843","+/-4,206"
R1901,16000US3260600,"Reno city, Nevada",64,"67,082","+/-4,096"
R1901,16000US3268400,"Sparks city, Nevada",64,"73,568","+/-6,735"
R1901,16000US3268585,"Spring Valley CDP, Nevada",64,"60,600","+/-3,472"
R1901,16000US3271400,"Sunrise Manor CDP, Nevada",64,"44,422","+/-3,838"
R1901,16000US3345140,"Manchester city, New Hampshire",64,"64,162","+/-6,014"
R1901,16000US3350260,"Nashua city, New Hampshire",64,"78,284","+/-8,432"
R1901,16000US3403580,"Bayonne city, New Jersey",64,"66,213","+/-6,833"
R1901,16000US3410000,"Camden city, New Jersey",64,"33,120","+/-6,125"
R1901,16000US3413690,"Clifton city, New Jersey",64,"84,804","+/-11,453"
R1901,16000US3419390,"East Orange city, New Jersey",64,"50,195","+/-5,177"
R1901,16000US3421000,"Elizabeth city, New Jersey",64,"50,732","+/-2,846"
R1901,16000US3436000,"Jersey City city, New Jersey",64,"81,693","+/-4,644"
R1901,16000US3451000,"Newark city, New Jersey",64,"40,235","+/-4,272"
R1901,16000US3456550,"Passaic city, New Jersey",64,"52,158","+/-7,429"
R1901,16000US3457000,"Paterson city, New Jersey",64,"47,369","+/-5,874"
R1901,16000US3473110,"Toms River CDP, New Jersey",64,"77,191","+/-7,582"
R1901,16000US3474000,"Trenton city, New Jersey",64,"34,000","+/-5,517"
R1901,16000US3474630,"Union City city, New Jersey",64,"60,140","+/-3,702"
R1901,16000US3502000,"Albuquerque city, New Mexico",64,"55,567","+/-2,449"
R1901,16000US3539380,"Las Cruces city, New Mexico",64,"45,130","+/-4,904"
R1901,16000US3563460,"Rio Rancho city, New Mexico",64,"74,130","+/-5,447"
R1901,16000US3570500,"Santa Fe city, New Mexico",64,"59,247","+/-6,516"
R1901,16000US3601000,"Albany city, New York",64,"49,096","+/-6,339"
R1901,16000US3608026,"Brentwood CDP, New York",64,"100,785","+/-19,223"
R1901,16000US3611000,"Buffalo city, New York",64,"40,843","+/-2,789"
R1901,16000US3615000,"Cheektowaga CDP, New York",64,"50,890","+/-4,282"
R1901,16000US3649121,"Mount Vernon city, New York",64,"59,289","+/-14,117"
R1901,16000US3650617,"New Rochelle city, New York",64,"74,508","+/-10,120"
R1901,16000US3651000,"New York city, New York",64,"69,407","+/-1,121"
R1901,16000US3663000,"Rochester city, New York",64,"37,711","+/-2,637"
R1901,16000US3665508,"Schenectady city, New York",64,"40,356","+/-5,122"
R1901,16000US3673000,"Syracuse city, New York",64,"39,494","+/-1,825"
R1901,16000US3684000,"Yonkers city, New York",64,"64,916","+/-6,712"
R1901,16000US3702140,"Asheville city, North Carolina",64,"52,339","+/-3,277"
R1901,16000US3710740,"Cary town, North Carolina",64,"106,304","+/-5,573"
R1901,16000US3712000,"Charlotte city, North Carolina",64,"63,483","+/-3,290"
R1901,16000US3714100,"Concord city, North Carolina",64,"75,578","+/-6,286"
R1901,16000US3719000,"Durham city, North Carolina",64,"65,534","+/-3,732"
R1901,16000US3722920,"Fayetteville city, North Carolina",64,"43,789","+/-2,080"
R1901,16000US3725580,"Gastonia city, North Carolina",64,"49,172","+/-6,591"
R1901,16000US3728000,"Greensboro city, North Carolina",64,"49,748","+/-2,989"
R1901,16000US3728080,"Greenville city, North Carolina",64,"48,169","+/-5,909"
R1901,16000US3731400,"High Point city, North Carolina",64,"48,348","+/-3,321"
R1901,16000US3734200,"Jacksonville city, North Carolina",64,"46,374","+/-3,439"
R1901,16000US3755000,"Raleigh city, North Carolina",64,"69,333","+/-3,515"
R1901,16000US3774440,"Wilmington city, North Carolina",64,"48,381","+/-3,695"
R1901,16000US3775000,"Winston-Salem city, North Carolina",64,"44,576","+/-3,767"
R1901,16000US3807200,"Bismarck city, North Dakota",64,"65,870","+/-9,369"
R1901,16000US3825700,"Fargo city, North Dakota",64,"52,810","+/-4,379"
R1901,16000US3901000,"Akron city, Ohio",64,"41,013","+/-2,685"
R1901,16000US3912000,"Canton city, Ohio",64,"32,125","+/-4,384"
R1901,16000US3915000,"Cincinnati city, Ohio",64,"46,260","+/-3,328"
R1901,16000US3916000,"Cleveland city, Ohio",64,"32,053","+/-1,379"
R1901,16000US3918000,"Columbus city, Ohio",64,"57,118","+/-1,849"
R1901,16000US3921000,"Dayton city, Ohio",64,"33,116","+/-3,674"
R1901,16000US3944856,"Lorain city, Ohio",64,"36,162","+/-3,785"
R1901,16000US3961000,"Parma city, Ohio",64,"57,376","+/-4,111"
R1901,16000US3977000,"Toledo city, Ohio",64,"36,709","+/-2,172"
R1901,16000US3988000,"Youngstown city, Ohio",64,"29,143","+/-4,149"
R1901,16000US4009050,"Broken Arrow city, Oklahoma",64,"74,290","+/-3,966"
R1901,16000US4023200,"Edmond city, Oklahoma",64,"88,546","+/-8,063"
R1901,16000US4041850,"Lawton city, Oklahoma",64,"46,886","+/-4,322"
R1901,16000US4052500,"Norman city, Oklahoma",64,"55,849","+/-4,689"
R1901,16000US4055000,"Oklahoma City city, Oklahoma",64,"55,492","+/-1,760"
R1901,16000US4075000,"Tulsa city, Oklahoma",64,"49,158","+/-1,643"
R1901,16000US4105350,"Beaverton city, Oregon",64,"73,260","+/-9,000"
R1901,16000US4105800,"Bend city, Oregon",64,"69,998","+/-9,440"
R1901,16000US4123850,"Eugene city, Oregon",64,"51,269","+/-3,420"
R1901,16000US4131250,"Gresham city, Oregon",64,"53,892","+/-6,690"
R1901,16000US4134100,"Hillsboro city, Oregon",64,"86,038","+/-7,050"
R1901,16000US4147000,"Medford city, Oregon",64,"54,737","+/-9,442"
R1901,16000US4159000,"Portland city, Oregon",64,"76,231","+/-2,272"
R1901,16000US4164900,"Salem city, Oregon",64,"61,580","+/-5,637"
R1901,16000US4202000,"Allentown city, Pennsylvania",64,"40,835","+/-5,464"
R1901,16000US4206088,"Bethlehem city, Pennsylvania",64,"60,268","+/-5,842"
R1901,16000US4224000,"Erie city, Pennsylvania",64,"35,798","+/-1,686"
R1901,16000US4260000,"Philadelphia city, Pennsylvania",64,"47,474","+/-1,609"
R1901,16000US4261000,"Pittsburgh city, Pennsylvania",64,"53,799","+/-4,311"
R1901,16000US4263624,"Reading city, Pennsylvania",64,"39,670","+/-4,542"
R1901,16000US4269000,"Scranton city, Pennsylvania",64,"41,169","+/-3,096"
R1901,16000US4419180,"Cranston city, Rhode Island",64,"72,930","+/-7,527"
R1901,16000US4454640,"Pawtucket city, Rhode Island",64,"54,143","+/-5,892"
R1901,16000US4459000,"Providence city, Rhode Island",64,"50,097","+/-3,661"
R1901,16000US4474300,"Warwick city, Rhode Island",64,"75,384","+/-5,200"
R1901,16000US4513330,"Charleston city, South Carolina",64,"79,359","+/-4,964"
R1901,16000US4516000,"Columbia city, South Carolina",64,"47,386","+/-3,662"
R1901,16000US4530850,"Greenville city, South Carolina",64,"59,278","+/-5,761"
R1901,16000US4548535,"Mount Pleasant town, South Carolina",64,"121,318","+/-18,500"
R1901,16000US4550875,"North Charleston city, South Carolina",64,"53,470","+/-3,402"
R1901,16000US4561405,"Rock Hill city, South Carolina",64,"51,879","+/-3,156"
R1901,16000US4652980,"Rapid City city, South Dakota",64,"51,296","+/-2,922"
R1901,16000US4659020,"Sioux Falls city, South Dakota",64,"61,058","+/-3,775"
R1901,16000US4714000,"Chattanooga city, Tennessee",64,"46,533","+/-2,500"
R1901,16000US4715160,"Clarksville city, Tennessee",64,"51,281","+/-3,624"
R1901,16000US4727740,"Franklin city, Tennessee",64,"103,813","+/-10,317"
R1901,16000US4737640,"Jackson city, Tennessee",64,"46,112","+/-2,573"
R1901,16000US4738320,"Johnson City city, Tennessee",64,"42,797","+/-5,672"
R1901,16000US4740000,"Knoxville city, Tennessee",64,"41,388","+/-1,774"
R1901,16000US4748000,"Memphis city, Tennessee",64,"43,794","+/-2,177"
R1901,16000US4751560,"Murfreesboro city, Tennessee",64,"68,373","+/-5,890"
R1901,16000US4752006,"Nashville-Davidson metropolitan government (balance), Tennessee",64,"63,462","+/-2,419"
R1901,16000US4801000,"Abilene city, Texas",64,"52,997","+/-4,148"
R1901,16000US4801924,"Allen city, Texas",64,"101,360","+/-3,519"
R1901,16000US4803000,"Amarillo city, Texas",64,"49,802","+/-3,185"
R1901,16000US4804000,"Arlington city, Texas",64,"61,716","+/-2,306"
R1901,16000US4804462,"Atascocita CDP, Texas",64,"104,388","+/-13,158"
R1901,16000US4805000,"Austin city, Texas",64,"75,413","+/-1,809"
R1901,16000US4806128,"Baytown city, Texas",64,"57,765","+/-8,341"
R1901,16000US4807000,"Beaumont city, Texas",64,"54,488","+/-5,692"
R1901,16000US4810768,"Brownsville city, Texas",64,"41,271","+/-4,473"
R1901,16000US4810912,"Bryan city, Texas",64,"49,769","+/-6,414"
R1901,16000US4813024,"Carrollton city, Texas",64,"85,830","+/-5,152"
R1901,16000US4813552,"Cedar Park city, Texas",64,"101,496","+/-6,020"
R1901,16000US4815976,"College Station city, Texas",64,"52,268","+/-7,565"
R1901,16000US4816432,"Conroe city, Texas",64,"69,077","+/-8,786"
R1901,16000US4817000,"Corpus Christi city, Texas",64,"55,564","+/-4,102"
R1901,16000US4819000,"Dallas city, Texas",64,"55,332","+/-1,701"
R1901,16000US4819972,"Denton city, Texas",64,"66,644","+/-4,294"
R1901,16000US4822660,"Edinburg city, Texas",64,"46,000","+/-9,903"
R1901,16000US4824000,"El Paso city, Texas",64,"48,542","+/-2,530"
R1901,16000US4826232,"Flower Mound town, Texas",64,"139,508","+/-11,916"
R1901,16000US4827000,"Fort Worth city, Texas",64,"65,356","+/-1,680"
R1901,16000US4827684,"Frisco city, Texas",64,"116,884","+/-7,083"
R1901,16000US4829000,"Garland city, Texas",64,"62,556","+/-3,585"
R1901,16000US4829336,"Georgetown city, Texas",64,"73,552","+/-5,347"
R1901,16000US4830464,"Grand Prairie city, Texas",64,"66,097","+/-3,241"
R1901,16000US4832372,"Harlingen city, Texas",64,"36,868","+/-10,733"
R1901,16000US4835000,"Houston city, Texas",64,"52,450","+/-1,188"
R1901,16000US4837000,"Irving city, Texas",64,"67,263","+/-3,648"
R1901,16000US4839148,"Killeen city, Texas",64,"48,622","+/-5,533"
R1901,16000US4841464,"Laredo city, Texas",64,"57,468","+/-4,890"
R1901,16000US4841980,"League City city, Texas",64,"115,650","+/-16,974"
R1901,16000US4842016,"Leander city, Texas",64,"117,892","+/-13,416"
R1901,16000US4842508,"Lewisville city, Texas",64,"65,836","+/-3,324"
R1901,16000US4843888,"Longview city, Texas",64,"53,987","+/-5,479"
R1901,16000US4845000,"Lubbock city, Texas",64,"52,254","+/-2,403"
R1901,16000US4845384,"McAllen city, Texas",64,"46,319","+/-7,278"
R1901,16000US4845744,"McKinney city, Texas",64,"89,828","+/-8,178"
R1901,16000US4846452,"Mansfield city, Texas",64,"105,182","+/-15,717"
R1901,16000US4847892,"Mesquite city, Texas",64,"61,047","+/-2,393"
R1901,16000US4848072,"Midland city, Texas",64,"84,955","+/-13,319"
R1901,16000US4848768,"Mission city, Texas",64,"54,793","+/-7,842"
R1901,16000US4848804,"Missouri City city, Texas",64,"86,486","+/-9,137"
R1901,16000US4850820,"New Braunfels city, Texas",64,"81,131","+/-7,956"
R1901,16000US4852356,"North Richland Hills city, Texas",64,"75,830","+/-6,435"
R1901,16000US4853388,"Odessa city, Texas",64,"66,316","+/-5,881"
R1901,16000US4856000,"Pasadena city, Texas",64,"53,819","+/-4,375"
R1901,16000US4856348,"Pearland city, Texas",64,"106,757","+/-15,241"
R1901,16000US4857176,"Pflugerville city, Texas",64,"90,329","+/-10,102"
R1901,16000US4857200,"Pharr city, Texas",64,"36,342","+/-6,935"
R1901,16000US4858016,"Plano city, Texas",64,"93,321","+/-4,790"
R1901,16000US4861796,"Richardson city, Texas",64,"91,118","+/-5,534"
R1901,16000US4863500,"Round Rock city, Texas",64,"86,145","+/-7,964"
R1901,16000US4863572,"Rowlett city, Texas",64,"100,465","+/-12,273"
R1901,16000US4864472,"San Angelo city, Texas",64,"54,972","+/-8,130"
R1901,16000US4865000,"San Antonio city, Texas",64,"53,751","+/-1,273"
R1901,16000US4870808,"Sugar Land city, Texas",64,"127,598","+/-13,122"
R1901,16000US4872176,"Temple city, Texas",64,"55,792","+/-7,252"
R1901,16000US4872656,"The Woodlands CDP, Texas",64,"127,469","+/-12,516"
R1901,16000US4874144,"Tyler city, Texas",64,"52,294","+/-6,205"
R1901,16000US4875428,"Victoria city, Texas",64,"55,968","+/-5,850"
R1901,16000US4876000,"Waco city, Texas",64,"41,481","+/-3,026"
R1901,16000US4879000,"Wichita Falls city, Texas",64,"48,861","+/-4,031"
R1901,16000US4943660,"Layton city, Utah",64,"76,032","+/-4,293"
R1901,16000US4944320,"Lehi city, Utah",64,"105,280","+/-7,693"
R1901,16000US4955980,"Ogden city, Utah",64,"60,054","+/-5,448"
